InningsID,MatchID,PlayerName,PlayerID,Team,RunsScored,BallsFaced,FoursCount,SixesCount,StrikeRate
INN_5011,M_1006,Mohammad Rizwan,PAK_148,Pakistan,53,40,6,3,132.5
INN_5011,M_1006,Saud Shakeel,PAK_149,Pakistan,36,54,4,2,66.67
INN_5011,M_1006,Iftikhar Ahmed,PAK_150,Pakistan,17,16,2,1,106.25
INN_5011,M_1006,Shadab Khan,PAK_151,Pakistan,38,56,4,2,67.86
INN_5011,M_1006,Usama Mir,PAK_152,Pakistan,13,12,1,0,108.33
INN_5011,M_1006,Shaheen Afridi,PAK_153,Pakistan,20,24,2,1,83.33
INN_5011,M_1006,Haris Rauf,PAK_154,Pakistan,40,48,5,2,83.33
INN_5011,M_1006,Hasan Ali,PAK_155,Pakistan,27,35,3,1,77.14
INN_5012,M_1006,Rohit Sharma,IND_100,India,6,5,0,0,120
INN_5012,M_1006,Shubman Gill,IND_101,India,45,61,5,2,73.77
INN_5012,M_1006,Virat Kohli,IND_102,India,58,45,7,3,128.89
INN_5012,M_1006,Shreyas Iyer,IND_103,India,21,15,2,1,140
INN_5012,M_1006,KL Rahul,IND_104,India,10,20,1,0,50
INN_5012,M_1006,Hardik Pandya,IND_105,India,19,28,2,1,67.86
INN_5012,M_1006,Ravindra Jadeja,IND_106,India,21,39,2,1,53.85
INN_5012,M_1006,Kuldeep Yadav,IND_107,India,29,38,3,1,76.32
INN_5012,M_1006,Mohammed Shami,IND_108,India,31,19,3,1,163.16
INN_5012,M_1006,Jasprit Bumrah,IND_109,India,67,54,8,4,124.07
INN_5013,M_1007,Jonny Bairstow,ENG_130,England,15,19,1,0,78.95
INN_5013,M_1007,Dawid Malan,ENG_131,England,101,80,12,6,126.25
INN_5013,M_1007,Joe Root,ENG_132,England,92,70,11,5,131.43
INN_5013,M_1007,Ben Stokes,ENG_133,England,55,79,6,3,69.62
INN_5013,M_1007,Jos Buttler,ENG_134,England,34,22,4,2,154.55
INN_5013,M_1007,Liam Livingstone,ENG_135,England,64,38,8,4,168.42
INN_5013,M_1007,Moeen Ali,ENG_136,England,37,42,4,2,88.1
INN_5013,M_1007,Chris Woakes,ENG_137,England,7,10,0,0,70
INN_5013,M_1007,David Willey,ENG_138,England,19,15,2,1,126.67
INN_5013,M_1007,Adil Rashid,ENG_139,England,38,70,4,2,54.29
INN_5013,M_1007,Mark Wood,ENG_140,England,81,60,10,5,135
INN_5014,M_1007,Rohit Sharma,IND_100,India,105,80,13,6,131.25
INN_5014,M_1007,Shubman Gill,IND_101,India,116,80,14,7,145
INN_5014,M_1007,Virat Kohli,IND_102,India,68,45,8,4,151.11
INN_5014,M_1007,Shreyas Iyer,IND_103,India,37,46,4,2,80.43
INN_5014,M_1007,KL Rahul,IND_104,India,73,61,9,4,119.67
INN_5014,M_1007,Hardik Pandya,IND_105,India,16,13,2,1,123.08
INN_5014,M_1007,Ravindra Jadeja,IND_106,India,16,19,2,1,84.21
INN_5014,M_1007,Kuldeep Yadav,IND_107,India,73,47,9,4,155.32
INN_5014,M_1007,Mohammed Shami,IND_108,India,34,64,4,2,53.12
INN_5014,M_1007,Jasprit Bumrah,IND_109,India,24,14,3,1,171.43
INN_5014,M_1007,Mohammed Siraj,IND_110,India,13,26,1,0,50
INN_5015,M_1008,Abdullah Shafique,PAK_145,Pakistan,79,48,9,4,164.58
INN_5015,M_1008,Fakhar Zaman,PAK_146,Pakistan,15,15,1,0,100
INN_5015,M_1008,Babar Azam,PAK_147,Pakistan,48,77,6,3,62.34
INN_5015,M_1008,Mohammad Rizwan,PAK_148,Pakistan,120,69,15,7,173.91
INN_5015,M_1008,Saud Shakeel,PAK_149,Pakistan,13,10,1,0,130
INN_5015,M_1008,Iftikhar Ahmed,PAK_150,Pakistan,19,36,2,1,52.78
INN_5015,M_1008,Shadab Khan,PAK_151,Pakistan,36,41,4,2,87.8
INN_5015,M_1008,Usama Mir,PAK_152,Pakistan,35,44,4,2,79.55
INN_5015,M_1008,Shaheen Afridi,PAK_153,Pakistan,45,33,5,2,136.36
INN_5015,M_1008,Haris Rauf,PAK_154,Pakistan,16,16,2,1,100
INN_5015,M_1008,Hasan Ali,PAK_155,Pakistan,75,69,9,4,108.7
INN_5016,M_1008,Jonny Bairstow,ENG_130,England,6,8,0,0,75
INN_5016,M_1008,Dawid Malan,ENG_131,England,42,30,5,2,140
INN_5016,M_1008,Joe Root,ENG_132,England,8,6,1,0,133.33
INN_5016,M_1008,Ben Stokes,ENG_133,England,64,42,8,4,152.38
INN_5016,M_1008,Jos Buttler,ENG_134,England,51,74,6,3,68.92
INN_5016,M_1008,Liam Livingstone,ENG_135,England,104,59,13,6,176.27
INN_5016,M_1008,Moeen Ali,ENG_136,England,75,46,9,4,163.04
INN_5016,M_1008,Chris Woakes,ENG_137,England,38,43,4,2,88.37
INN_5016,M_1008,David Willey,ENG_138,England,101,62,12,6,162.9
INN_5016,M_1008,Adil Rashid,ENG_139,England,5,7,0,0,71.43
INN_5016,M_1008,Mark Wood,ENG_140,England,6,6,0,0,100
INN_5017,M_1009,Abdullah Shafique,PAK_145,Pakistan,60,64,7,3,93.75
INN_5017,M_1009,Fakhar Zaman,PAK_146,Pakistan,85,52,10,5,163.46
INN_5017,M_1009,Babar Azam,PAK_147,Pakistan,11,13,1,0,84.62
INN_5017,M_1009,Mohammad Rizwan,PAK_148,Pakistan,94,62,11,5,151.61
INN_5017,M_1009,Saud Shakeel,PAK_149,Pakistan,32,60,4,2,53.33
INN_5017,M_1009,Iftikhar Ahmed,PAK_150,Pakistan,91,52,11,5,175
INN_5017,M_1009,Shadab Khan,PAK_151,Pakistan,8,6,1,0,133.33
INN_5017,M_1009,Usama Mir,PAK_152,Pakistan,51,61,6,3,83.61
INN_5017,M_1009,Shaheen Afridi,PAK_153,Pakistan,36,59,4,2,61.02
INN_5017,M_1009,Haris Rauf,PAK_154,Pakistan,23,42,2,1,54.76
INN_5017,M_1009,Hasan Ali,PAK_155,Pakistan,31,27,3,1,114.81
INN_5018,M_1009,David Warner,AUS_115,Australia,29,24,3,1,120.83
INN_5018,M_1009,Travis Head,AUS_116,Australia,119,67,14,7,177.61
INN_5018,M_1009,Mitchell Marsh,AUS_117,Australia,55,56,6,3,98.21
INN_5018,M_1009,Steve Smith,AUS_118,Australia,63,37,7,3,170.27
INN_5018,M_1009,Marnus Labuschagne,AUS_119,Australia,35,32,4,2,109.38
INN_5018,M_1009,Glenn Maxwell,AUS_120,Australia,51,51,6,3,100
INN_5018,M_1009,Josh Inglis,AUS_121,Australia,17,29,2,1,58.62
INN_5018,M_1009,Pat Cummins,AUS_122,Australia,98,57,12,6,171.93
INN_5018,M_1009,Mitchell Starc,AUS_123,Australia,67,79,8,4,84.81
INN_5018,M_1009,Adam Zampa,AUS_124,Australia,35,30,4,2,116.67
INN_5018,M_1009,Josh Hazlewood,AUS_125,Australia,77,44,9,4,175
INN_5019,M_1010,David Warner,AUS_115,Australia,21,39,2,1,53.85
INN_5019,M_1010,Travis Head,AUS_116,Australia,5,10,0,0,50
INN_5019,M_1010,Mitchell Marsh,AUS_117,Australia,3,7,0,0,42.86
INN_5019,M_1010,Steve Smith,AUS_118,Australia,81,46,10,5,176.09
INN_5019,M_1010,Marnus Labuschagne,AUS_119,Australia,21,42,2,1,50
INN_5019,M_1010,Glenn Maxwell,AUS_120,Australia,18,14,2,1,128.57
INN_5019,M_1010,Josh Inglis,AUS_121,Australia,75,54,9,4,138.89
INN_5019,M_1010,Pat Cummins,AUS_122,Australia,39,54,4,2,72.22
INN_5019,M_1010,Mitchell Starc,AUS_123,Australia,29,53,3,1,54.72
INN_5019,M_1010,Adam Zampa,AUS_124,Australia,63,41,7,3,153.66
INN_5019,M_1010,Josh Hazlewood,AUS_125,Australia,12,13,1,0,92.31
INN_5020,M_1010,Rohit Sharma,IND_100,India,32,53,4,2,60.38
INN_5020,M_1010,Shubman Gill,IND_101,India,76,61,9,4,124.59
INN_5020,M_1010,Virat Kohli,IND_102,India,6,6,0,0,100
INN_5020,M_1010,Shreyas Iyer,IND_103,India,80,45,10,5,177.78
INN_5020,M_1010,KL Rahul,IND_104,India,79,66,9,4,119.7
INN_5020,M_1010,Hardik Pandya,IND_105,India,24,46,3,1,52.17
INN_5020,M_1010,Ravindra Jadeja,IND_106,India,44,74,5,2,59.46
INN_5020,M_1010,Kuldeep Yadav,IND_107,India,10,15,1,0,66.67
INN_5020,M_1010,Mohammed Shami,IND_108,India,107,64,13,6,167.19
INN_5020,M_1010,Jasprit Bumrah,IND_109,India,9,14,1,0,64.29
INN_5020,M_1010,Mohammed Siraj,IND_110,India,42,36,5,2,116.67
INN_5021,M_1011,Rohit Sharma,IND_100,India,58,38,7,3,152.63
INN_5021,M_1011,Shubman Gill,IND_101,India,32,34,4,2,94.12
INN_5021,M_1011,Virat Kohli,IND_102,India,117,70,14,7,167.14
INN_5021,M_1011,Shreyas Iyer,IND_103,India,23,17,2,1,135.29
INN_5021,M_1011,KL Rahul,IND_104,India,13,8,1,0,162.5
INN_5021,M_1011,Hardik Pandya,IND_105,India,122,69,15,7,176.81
INN_5021,M_1011,Ravindra Jadeja,IND_106,India,4,5,0,0,80
INN_5021,M_1011,Kuldeep Yadav,IND_107,India,17,32,2,1,53.12
INN_5021,M_1011,Mohammed Shami,IND_108,India,7,9,0,0,77.78
INN_5021,M_1011,Jasprit Bumrah,IND_109,India,15,12,1,0,125
INN_5021,M_1011,Mohammed Siraj,IND_110,India,17,14,2,1,121.43
INN_5022,M_1011,David Warner,AUS_115,Australia,73,70,9,4,104.29
INN_5022,M_1011,Travis Head,AUS_116,Australia,29,46,3,1,63.04
INN_5022,M_1011,Mitchell Marsh,AUS_117,Australia,37,31,4,2,119.35
INN_5022,M_1011,Steve Smith,AUS_118,Australia,29,58,3,1,50
INN_5022,M_1011,Marnus Labuschagne,AUS_119,Australia,39,48,4,2,81.25
INN_5022,M_1011,Glenn Maxwell,AUS_120,Australia,19,21,2,1,90.48
INN_5022,M_1011,Josh Inglis,AUS_121,Australia,42,38,5,2,110.53
INN_5022,M_1011,Pat Cummins,AUS_122,Australia,43,36,5,2,119.44
INN_5022,M_1011,Mitchell Starc,AUS_123,Australia,68,59,8,4,115.25
INN_5022,M_1011,Adam Zampa,AUS_124,Australia,55,34,6,3,161.76
INN_5022,M_1011,Josh Hazlewood,AUS_125,Australia,44,55,5,2,80
INN_5023,M_1012,Jonny Bairstow,ENG_130,England,32,44,4,2,72.73
INN_5023,M_1012,Dawid Malan,ENG_131,England,31,38,3,1,81.58
INN_5023,M_1012,Joe Root,ENG_132,England,37,33,4,2,112.12
INN_5023,M_1012,Ben Stokes,ENG_133,England,49,28,6,3,175
INN_5023,M_1012,Jos Buttler,ENG_134,England,29,19,3,1,152.63
INN_5023,M_1012,Liam Livingstone,ENG_135,England,43,60,5,2,71.67
INN_5023,M_1012,Moeen Ali,ENG_136,England,94,70,11,5,134.29
INN_5023,M_1012,Chris Woakes,ENG_137,England,74,49,9,4,151.02
INN_5023,M_1012,David Willey,ENG_138,England,70,49,8,4,142.86
INN_5023,M_1012,Adil Rashid,ENG_139,England,74,62,9,4,119.35
INN_5023,M_1012,Mark Wood,ENG_140,England,10,6,1,0,166.67
INN_5024,M_1012,David Warner,AUS_115,Australia,111,69,13,6,160.87
INN_5024,M_1012,Travis Head,AUS_116,Australia,29,46,3,1,63.04
INN_5024,M_1012,Mitchell Marsh,AUS_117,Australia,79,60,9,4,131.67
INN_5024,M_1012,Steve Smith,AUS_118,Australia,119,80,14,7,148.75
INN_5024,M_1012,Marnus Labuschagne,AUS_119,Australia,46,33,5,2,139.39
INN_5024,M_1012,Glenn Maxwell,AUS_120,Australia,59,37,7,3,159.46
INN_5024,M_1012,Josh Inglis,AUS_121,Australia,36,70,4,2,51.43
INN_5024,M_1012,Pat Cummins,AUS_122,Australia,11,21,1,0,52.38
INN_5024,M_1012,Mitchell Starc,AUS_123,Australia,36,25,4,2,144
INN_5024,M_1012,Adam Zampa,AUS_124,Australia,29,54,3,1,53.7
INN_5024,M_1012,Josh Hazlewood,AUS_125,Australia,29,28,3,1,103.57
INN_5025,M_1013,Abdullah Shafique,PAK_145,Pakistan,5,6,0,0,83.33
INN_5025,M_1013,Fakhar Zaman,PAK_146,Pakistan,71,46,8,4,154.35
INN_5025,M_1013,Babar Azam,PAK_147,Pakistan,52,66,6,3,78.79
INN_5025,M_1013,Mohammad Rizwan,PAK_148,Pakistan,67,67,8,4,100
INN_5025,M_1013,Saud Shakeel,PAK_149,Pakistan,51,45,6,3,113.33
INN_5025,M_1013,Iftikhar Ahmed,PAK_150,Pakistan,74,42,9,4,176.19
INN_5025,M_1013,Shadab Khan,PAK_151,Pakistan,18,20,2,1,90
INN_5025,M_1013,Usama Mir,PAK_152,Pakistan,130,73,16,8,178.08
INN_5025,M_1013,Shaheen Afridi,PAK_153,Pakistan,124,77,15,7,161.04
INN_5025,M_1013,Haris Rauf,PAK_154,Pakistan,20,17,2,1,117.65
INN_5025,M_1013,Hasan Ali,PAK_155,Pakistan,38,69,4,2,55.07
INN_5026,M_1013,David Warner,AUS_115,Australia,11,8,1,0,137.5
INN_5026,M_1013,Travis Head,AUS_116,Australia,17,27,2,1,62.96
INN_5026,M_1013,Mitchell Marsh,AUS_117,Australia,73,71,9,4,102.82
INN_5026,M_1013,Steve Smith,AUS_118,Australia,37,60,4,2,61.67
INN_5026,M_1013,Marnus Labuschagne,AUS_119,Australia,111,71,13,6,156.34
INN_5026,M_1013,Glenn Maxwell,AUS_120,Australia,88,61,11,5,144.26
INN_5026,M_1013,Josh Inglis,AUS_121,Australia,36,27,4,2,133.33
INN_5026,M_1013,Pat Cummins,AUS_122,Australia,63,64,7,3,98.44
INN_5026,M_1013,Mitchell Starc,AUS_123,Australia,12,7,1,0,171.43
INN_5026,M_1013,Adam Zampa,AUS_124,Australia,79,64,9,4,123.44
INN_5026,M_1013,Josh Hazlewood,AUS_125,Australia,14,11,1,0,127.27
INN_5027,M_1014,Rohit Sharma,IND_100,India,98,59,12,6,166.1
INN_5027,M_1014,Shubman Gill,IND_101,India,11,11,1,0,100
INN_5027,M_1014,Virat Kohli,IND_102,India,6,8,0,0,75
INN_5027,M_1014,Shreyas Iyer,IND_103,India,124,79,15,7,156.96
INN_5027,M_1014,KL Rahul,IND_104,India,48,59,6,3,81.36
INN_5027,M_1014,Hardik Pandya,IND_105,India,90,76,11,5,118.42
INN_5027,M_1014,Ravindra Jadeja,IND_106,India,81,51,10,5,158.82
INN_5027,M_1014,Kuldeep Yadav,IND_107,India,49,32,6,3,153.12
INN_5027,M_1014,Mohammed Shami,IND_108,India,42,34,5,2,123.53
INN_5027,M_1014,Jasprit Bumrah,IND_109,India,62,52,7,3,119.23
INN_5027,M_1014,Mohammed Siraj,IND_110,India,21,37,2,1,56.76
INN_5028,M_1014,Abdullah Shafique,PAK_145,Pakistan,20,28,2,1,71.43
INN_5028,M_1014,Fakhar Zaman,PAK_146,Pakistan,37,74,4,2,50
INN_5028,M_1014,Babar Azam,PAK_147,Pakistan,41,52,5,2,78.85
INN_5028,M_1014,Mohammad Rizwan,PAK_148,Pakistan,48,46,6,3,104.35
INN_5028,M_1014,Saud Shakeel,PAK_149,Pakistan,22,21,2,1,104.76
INN_5028,M_1014,Iftikhar Ahmed,PAK_150,Pakistan,35,20,4,2,175
INN_5028,M_1014,Shadab Khan,PAK_151,Pakistan,127,74,15,7,171.62
INN_5028,M_1014,Usama Mir,PAK_152,Pakistan,48,53,6,3,90.57
INN_5028,M_1014,Shaheen Afridi,PAK_153,Pakistan,66,57,8,4,115.79
INN_5028,M_1014,Haris Rauf,PAK_154,Pakistan,34,25,4,2,136
INN_5028,M_1014,Hasan Ali,PAK_155,Pakistan,40,37,5,2,108.11
INN_5029,M_1015,Rohit Sharma,IND_100,India,29,19,3,1,152.63
INN_5029,M_1015,Shubman Gill,IND_101,India,29,17,3,1,170.59
INN_5029,M_1015,Virat Kohli,IND_102,India,103,68,12,6,151.47
INN_5029,M_1015,Shreyas Iyer,IND_103,India,44,65,5,2,67.69
INN_5029,M_1015,KL Rahul,IND_104,India,72,58,9,4,124.14
INN_5029,M_1015,Hardik Pandya,IND_105,India,39,71,4,2,54.93
INN_5029,M_1015,Ravindra Jadeja,IND_106,India,43,66,5,2,65.15
INN_5029,M_1015,Kuldeep Yadav,IND_107,India,47,27,5,2,174.07
INN_5029,M_1015,Mohammed Shami,IND_108,India,20,17,2,1,117.65
INN_5029,M_1015,Jasprit Bumrah,IND_109,India,11,18,1,0,61.11
INN_5029,M_1015,Mohammed Siraj,IND_110,India,37,39,4,2,94.87
INN_5030,M_1015,Jonny Bairstow,ENG_130,England,106,72,13,6,147.22
INN_5030,M_1015,Dawid Malan,ENG_131,England,74,63,9,4,117.46
INN_5030,M_1015,Joe Root,ENG_132,England,40,29,5,2,137.93
INN_5030,M_1015,Ben Stokes,ENG_133,England,91,69,11,5,131.88
INN_5030,M_1015,Jos Buttler,ENG_134,England,35,59,4,2,59.32
INN_5030,M_1015,Liam Livingstone,ENG_135,England,8,5,1,0,160
INN_5030,M_1015,Moeen Ali,ENG_136,England,67,62,8,4,108.06
INN_5030,M_1015,Chris Woakes,ENG_137,England,73,55,9,4,132.73
INN_5030,M_1015,David Willey,ENG_138,England,49,28,6,3,175
INN_5030,M_1015,Adil Rashid,ENG_139,England,27,32,3,1,84.38
INN_5030,M_1015,Mark Wood,ENG_140,England,13,10,1,0,130
INN_5031,M_1016,Abdullah Shafique,PAK_145,Pakistan,20,17,2,1,117.65
INN_5031,M_1016,Fakhar Zaman,PAK_146,Pakistan,71,56,8,4,126.79
INN_5031,M_1016,Babar Azam,PAK_147,Pakistan,47,46,5,2,102.17
INN_5031,M_1016,Mohammad Rizwan,PAK_148,Pakistan,21,32,2,1,65.62
INN_5031,M_1016,Saud Shakeel,PAK_149,Pakistan,26,30,3,1,86.67
INN_5031,M_1016,Iftikhar Ahmed,PAK_150,Pakistan,47,42,5,2,111.9
INN_5031,M_1016,Shadab Khan,PAK_151,Pakistan,86,69,10,5,124.64
INN_5031,M_1016,Usama Mir,PAK_152,Pakistan,32,34,4,2,94.12
INN_5031,M_1016,Shaheen Afridi,PAK_153,Pakistan,12,12,1,0,100
INN_5031,M_1016,Haris Rauf,PAK_154,Pakistan,93,71,11,5,130.99
INN_5031,M_1016,Hasan Ali,PAK_155,Pakistan,40,53,5,2,75.47
