InningsID,MatchID,PlayerName,PlayerID,Team,OversBowled,RunsConceded,WicketsTaken,EconomyRate
INN_5011,M_1006,Mohammed Siraj,IND_110,India,10,74,1,7.4
INN_5012,M_1006,Iftikhar Ahmed,PAK_150,Pakistan,2,16,3,8
INN_5012,M_1006,Shadab Khan,PAK_151,Pakistan,9,52,3,5.78
INN_5012,M_1006,Usama Mir,PAK_152,Pakistan,9,59,2,6.56
INN_5012,M_1006,Shaheen Afridi,PAK_153,Pakistan,8,52,0,6.5
INN_5012,M_1006,Haris Rauf,PAK_154,Pakistan,2,8,2,4
INN_5012,M_1006,Hasan Ali,PAK_155,Pakistan,9,64,1,7.11
INN_5013,M_1007,Hardik Pandya,IND_105,India,6,52,3,8.67
INN_5013,M_1007,Ravindra Jadeja,IND_106,India,7,53,0,7.57
INN_5013,M_1007,Kuldeep Yadav,IND_107,India,4,24,1,6
INN_5013,M_1007,Mohammed Shami,IND_108,India,5,34,1,6.8
INN_5013,M_1007,Jasprit Bumrah,IND_109,India,10,62,1,6.2
INN_5013,M_1007,Mohammed Siraj,IND_110,India,8,59,0,7.38
INN_5014,M_1007,Ben Stokes,ENG_133,England,8,51,3,6.38
INN_5014,M_1007,Liam Livingstone,ENG_135,England,6,25,0,4.17
INN_5014,M_1007,Moeen Ali,ENG_136,England,8,38,0,4.75
INN_5014,M_1007,Chris Woakes,ENG_137,England,1,8,3,8
INN_5014,M_1007,David Willey,ENG_138,England,8,61,2,7.62
INN_5014,M_1007,Adil Rashid,ENG_139,England,10,43,1,4.3
INN_5014,M_1007,Mark Wood,ENG_140,England,4,21,0,5.25
INN_5015,M_1008,Ben Stokes,ENG_133,England,3,24,1,8
INN_5015,M_1008,Liam Livingstone,ENG_135,England,6,32,3,5.33
INN_5015,M_1008,Moeen Ali,ENG_136,England,8,48,2,6
INN_5015,M_1008,Chris Woakes,ENG_137,England,10,43,3,4.3
INN_5015,M_1008,David Willey,ENG_138,England,4,20,1,5
INN_5015,M_1008,Adil Rashid,ENG_139,England,3,16,3,5.33
INN_5015,M_1008,Mark Wood,ENG_140,England,9,38,2,4.22
INN_5016,M_1008,Iftikhar Ahmed,PAK_150,Pakistan,2,9,1,4.5
INN_5016,M_1008,Shadab Khan,PAK_151,Pakistan,5,37,1,7.4
INN_5016,M_1008,Usama Mir,PAK_152,Pakistan,5,24,1,4.8
INN_5016,M_1008,Shaheen Afridi,PAK_153,Pakistan,10,59,3,5.9
INN_5016,M_1008,Haris Rauf,PAK_154,Pakistan,2,17,0,8.5
INN_5016,M_1008,Hasan Ali,PAK_155,Pakistan,10,89,0,8.9
INN_5017,M_1009,Mitchell Marsh,AUS_117,Australia,6,37,2,6.17
INN_5017,M_1009,Glenn Maxwell,AUS_120,Australia,5,38,1,7.6
INN_5017,M_1009,Pat Cummins,AUS_122,Australia,7,33,3,4.71
INN_5017,M_1009,Mitchell Starc,AUS_123,Australia,9,50,1,5.56
INN_5017,M_1009,Adam Zampa,AUS_124,Australia,3,18,3,6
INN_5017,M_1009,Josh Hazlewood,AUS_125,Australia,10,72,0,7.2
INN_5018,M_1009,Iftikhar Ahmed,PAK_150,Pakistan,9,50,2,5.56
INN_5018,M_1009,Shadab Khan,PAK_151,Pakistan,2,9,1,4.5
INN_5018,M_1009,Usama Mir,PAK_152,Pakistan,4,19,1,4.75
INN_5018,M_1009,Shaheen Afridi,PAK_153,Pakistan,10,56,2,5.6
INN_5018,M_1009,Haris Rauf,PAK_154,Pakistan,4,35,2,8.75
INN_5018,M_1009,Hasan Ali,PAK_155,Pakistan,1,8,2,8
INN_5019,M_1010,Hardik Pandya,IND_105,India,4,33,2,8.25
INN_5019,M_1010,Ravindra Jadeja,IND_106,India,1,7,0,7
INN_5019,M_1010,Kuldeep Yadav,IND_107,India,1,8,0,8
INN_5019,M_1010,Mohammed Shami,IND_108,India,4,18,0,4.5
INN_5019,M_1010,Jasprit Bumrah,IND_109,India,6,53,3,8.83
INN_5019,M_1010,Mohammed Siraj,IND_110,India,4,34,3,8.5
INN_5020,M_1010,Mitchell Marsh,AUS_117,Australia,2,16,0,8
INN_5020,M_1010,Glenn Maxwell,AUS_120,Australia,2,9,2,4.5
INN_5020,M_1010,Pat Cummins,AUS_122,Australia,6,42,1,7
INN_5020,M_1010,Mitchell Starc,AUS_123,Australia,7,35,0,5
INN_5020,M_1010,Adam Zampa,AUS_124,Australia,2,12,0,6
INN_5020,M_1010,Josh Hazlewood,AUS_125,Australia,3,22,1,7.33
INN_5021,M_1011,Mitchell Marsh,AUS_117,Australia,1,6,1,6
INN_5021,M_1011,Glenn Maxwell,AUS_120,Australia,5,44,1,8.8
INN_5021,M_1011,Pat Cummins,AUS_122,Australia,10,88,0,8.8
INN_5021,M_1011,Mitchell Starc,AUS_123,Australia,7,42,1,6
INN_5021,M_1011,Adam Zampa,AUS_124,Australia,8,34,2,4.25
INN_5021,M_1011,Josh Hazlewood,AUS_125,Australia,3,15,2,5
INN_5022,M_1011,Hardik Pandya,IND_105,India,8,53,2,6.62
INN_5022,M_1011,Ravindra Jadeja,IND_106,India,7,53,1,7.57
INN_5022,M_1011,Kuldeep Yadav,IND_107,India,8,47,3,5.88
INN_5022,M_1011,Mohammed Shami,IND_108,India,8,62,3,7.75
INN_5022,M_1011,Jasprit Bumrah,IND_109,India,4,19,0,4.75
INN_5022,M_1011,Mohammed Siraj,IND_110,India,4,24,0,6
INN_5023,M_1012,Mitchell Marsh,AUS_117,Australia,10,59,3,5.9
INN_5023,M_1012,Glenn Maxwell,AUS_120,Australia,4,22,3,5.5
INN_5023,M_1012,Pat Cummins,AUS_122,Australia,1,7,2,7
INN_5023,M_1012,Mitchell Starc,AUS_123,Australia,4,33,3,8.25
INN_5023,M_1012,Adam Zampa,AUS_124,Australia,8,36,0,4.5
INN_5023,M_1012,Josh Hazlewood,AUS_125,Australia,8,44,1,5.5
INN_5024,M_1012,Ben Stokes,ENG_133,England,10,77,0,7.7
INN_5024,M_1012,Liam Livingstone,ENG_135,England,6,26,0,4.33
INN_5024,M_1012,Moeen Ali,ENG_136,England,10,46,2,4.6
INN_5024,M_1012,Chris Woakes,ENG_137,England,4,20,2,5
INN_5024,M_1012,David Willey,ENG_138,England,3,15,0,5
INN_5024,M_1012,Adil Rashid,ENG_139,England,10,60,2,6
INN_5024,M_1012,Mark Wood,ENG_140,England,4,26,2,6.5
INN_5025,M_1013,Mitchell Marsh,AUS_117,Australia,9,74,3,8.22
INN_5025,M_1013,Glenn Maxwell,AUS_120,Australia,8,43,2,5.38
INN_5025,M_1013,Pat Cummins,AUS_122,Australia,7,50,2,7.14
INN_5025,M_1013,Mitchell Starc,AUS_123,Australia,3,13,2,4.33
INN_5025,M_1013,Adam Zampa,AUS_124,Australia,9,49,1,5.44
INN_5025,M_1013,Josh Hazlewood,AUS_125,Australia,3,17,3,5.67
INN_5026,M_1013,Iftikhar Ahmed,PAK_150,Pakistan,4,17,0,4.25
INN_5026,M_1013,Shadab Khan,PAK_151,Pakistan,8,38,1,4.75
INN_5026,M_1013,Usama Mir,PAK_152,Pakistan,8,66,2,8.25
INN_5026,M_1013,Shaheen Afridi,PAK_153,Pakistan,6,49,0,8.17
INN_5026,M_1013,Haris Rauf,PAK_154,Pakistan,1,8,1,8
INN_5026,M_1013,Hasan Ali,PAK_155,Pakistan,9,47,2,5.22
INN_5027,M_1014,Iftikhar Ahmed,PAK_150,Pakistan,6,47,3,7.83
INN_5027,M_1014,Shadab Khan,PAK_151,Pakistan,7,31,3,4.43
INN_5027,M_1014,Usama Mir,PAK_152,Pakistan,3,18,3,6
INN_5027,M_1014,Shaheen Afridi,PAK_153,Pakistan,8,40,3,5
INN_5027,M_1014,Haris Rauf,PAK_154,Pakistan,10,62,2,6.2
INN_5027,M_1014,Hasan Ali,PAK_155,Pakistan,9,61,1,6.78
INN_5028,M_1014,Hardik Pandya,IND_105,India,6,45,1,7.5
INN_5028,M_1014,Ravindra Jadeja,IND_106,India,1,7,1,7
INN_5028,M_1014,Kuldeep Yadav,IND_107,India,1,5,3,5
INN_5028,M_1014,Mohammed Shami,IND_108,India,7,31,1,4.43
INN_5028,M_1014,Jasprit Bumrah,IND_109,India,4,27,2,6.75
INN_5028,M_1014,Mohammed Siraj,IND_110,India,9,53,1,5.89
INN_5029,M_1015,Ben Stokes,ENG_133,England,9,70,0,7.78
INN_5029,M_1015,Liam Livingstone,ENG_135,England,8,55,0,6.88
INN_5029,M_1015,Moeen Ali,ENG_136,England,3,22,2,7.33
INN_5029,M_1015,Chris Woakes,ENG_137,England,8,38,3,4.75
INN_5029,M_1015,David Willey,ENG_138,England,8,48,0,6
INN_5029,M_1015,Adil Rashid,ENG_139,England,5,41,1,8.2
INN_5029,M_1015,Mark Wood,ENG_140,England,4,31,2,7.75
INN_5030,M_1015,Hardik Pandya,IND_105,India,5,24,2,4.8
INN_5030,M_1015,Ravindra Jadeja,IND_106,India,9,65,0,7.22
INN_5030,M_1015,Kuldeep Yadav,IND_107,India,7,42,3,6
INN_5030,M_1015,Mohammed Shami,IND_108,India,6,49,0,8.17
INN_5030,M_1015,Jasprit Bumrah,IND_109,India,8,64,1,8
INN_5030,M_1015,Mohammed Siraj,IND_110,India,6,49,3,8.17
INN_5031,M_1016,Ben Stokes,ENG_133,England,10,89,2,8.9
INN_5031,M_1016,Liam Livingstone,ENG_135,England,8,43,3,5.38
INN_5031,M_1016,Moeen Ali,ENG_136,England,10,64,1,6.4
INN_5031,M_1016,Chris Woakes,ENG_137,England,9,71,2,7.89
INN_5031,M_1016,David Willey,ENG_138,England,10,75,0,7.5
INN_5031,M_1016,Adil Rashid,ENG_139,England,3,18,3,6
INN_5032,M_1016,Iftikhar Ahmed,PAK_150,Pakistan,3,17,3,5.67
INN_5032,M_1016,Shadab Khan,PAK_151,Pakistan,4,19,1,4.75
INN_5032,M_1016,Usama Mir,PAK_152,Pakistan,1,7,2,7
INN_5032,M_1016,Shaheen Afridi,PAK_153,Pakistan,5,25,3,5
INN_5032,M_1016,Haris Rauf,PAK_154,Pakistan,9,43,2,4.78
INN_5032,M_1016,Hasan Ali,PAK_155,Pakistan,7,52,1,7.43
INN_5033,M_1017,Iftikhar Ahmed,PAK_150,Pakistan,8,61,0,7.62
INN_5033,M_1017,Shadab Khan,PAK_151,Pakistan,6,27,0,4.5
INN_5033,M_1017,Usama Mir,PAK_152,Pakistan,9,41,0,4.56
INN_5033,M_1017,Shaheen Afridi,PAK_153,Pakistan,10,47,2,4.7
INN_5033,M_1017,Haris Rauf,PAK_154,Pakistan,2,13,2,6.5
INN_5033,M_1017,Hasan Ali,PAK_155,Pakistan,9,73,0,8.11
INN_5034,M_1017,Hardik Pandya,IND_105,India,9,63,1,7
INN_5034,M_1017,Ravindra Jadeja,IND_106,India,3,25,0,8.33
INN_5034,M_1017,Kuldeep Yadav,IND_107,India,8,61,0,7.62
INN_5034,M_1017,Mohammed Shami,IND_108,India,3,21,1,7
INN_5034,M_1017,Jasprit Bumrah,IND_109,India,10,59,1,5.9
INN_5034,M_1017,Mohammed Siraj,IND_110,India,3,23,1,7.67
INN_5035,M_1018,Iftikhar Ahmed,PAK_150,Pakistan,3,18,3,6
INN_5035,M_1018,Shadab Khan,PAK_151,Pakistan,6,26,1,4.33
INN_5035,M_1018,Usama Mir,PAK_152,Pakistan,2,17,3,8.5
INN_5035,M_1018,Shaheen Afridi,PAK_153,Pakistan,2,15,3,7.5
INN_5035,M_1018,Haris Rauf,PAK_154,Pakistan,9,51,1,5.67
INN_5035,M_1018,Hasan Ali,PAK_155,Pakistan,1,7,3,7
INN_5036,M_1018,Ben Stokes,ENG_133,England,7,34,0,4.86
INN_5036,M_1018,Liam Livingstone,ENG_135,England,8,43,1,5.38
INN_5036,M_1018,Moeen Ali,ENG_136,England,5,36,1,7.2
INN_5036,M_1018,Chris Woakes,ENG_137,England,10,85,0,8.5
INN_5036,M_1018,David Willey,ENG_138,England,3,17,0,5.67
INN_5036,M_1018,Adil Rashid,ENG_139,England,2,11,0,5.5
INN_5036,M_1018,Mark Wood,ENG_140,England,8,62,0,7.75
INN_5037,M_1019,Iftikhar Ahmed,PAK_150,Pakistan,4,31,2,7.75
INN_5037,M_1019,Shadab Khan,PAK_151,Pakistan,8,46,0,5.75
INN_5037,M_1019,Usama Mir,PAK_152,Pakistan,4,27,2,6.75
INN_5037,M_1019,Shaheen Afridi,PAK_153,Pakistan,6,30,2,5
INN_5037,M_1019,Haris Rauf,PAK_154,Pakistan,3,25,2,8.33
INN_5037,M_1019,Hasan Ali,PAK_155,Pakistan,4,22,1,5.5
INN_5038,M_1019,Ben Stokes,ENG_133,England,1,6,3,6
INN_5038,M_1019,Liam Livingstone,ENG_135,England,8,49,0,6.12
INN_5038,M_1019,Moeen Ali,ENG_136,England,5,24,2,4.8
INN_5038,M_1019,Chris Woakes,ENG_137,England,5,31,0,6.2
INN_5038,M_1019,David Willey,ENG_138,England,2,14,1,7
INN_5038,M_1019,Adil Rashid,ENG_139,England,3,19,0,6.33
INN_5038,M_1019,Mark Wood,ENG_140,England,3,17,0,5.67
INN_5039,M_1020,Mitchell Marsh,AUS_117,Australia,6,27,2,4.5
INN_5039,M_1020,Glenn Maxwell,AUS_120,Australia,3,13,3,4.33
INN_5039,M_1020,Pat Cummins,AUS_122,Australia,4,18,2,4.5
INN_5039,M_1020,Mitchell Starc,AUS_123,Australia,9,58,2,6.44
INN_5039,M_1020,Adam Zampa,AUS_124,Australia,7,62,1,8.86
INN_5039,M_1020,Josh Hazlewood,AUS_125,Australia,9,62,0,6.89
INN_5040,M_1020,Hardik Pandya,IND_105,India,9,71,3,7.89
INN_5040,M_1020,Ravindra Jadeja,IND_106,India,3,13,3,4.33
INN_5040,M_1020,Kuldeep Yadav,IND_107,India,4,34,1,8.5
INN_5040,M_1020,Mohammed Shami,IND_108,India,9,80,3,8.89
INN_5040,M_1020,Jasprit Bumrah,IND_109,India,1,7,2,7
INN_5040,M_1020,Mohammed Siraj,IND_110,India,8,52,3,6.5
INN_5041,M_1021,Hardik Pandya,IND_105,India,2,17,2,8.5
INN_5041,M_1021,Ravindra Jadeja,IND_106,India,4,32,1,8
INN_5041,M_1021,Kuldeep Yadav,IND_107,India,1,5,3,5
INN_5041,M_1021,Mohammed Shami,IND_108,India,6,32,2,5.33
INN_5041,M_1021,Jasprit Bumrah,IND_109,India,1,5,2,5
INN_5041,M_1021,Mohammed Siraj,IND_110,India,3,15,1,5
INN_5042,M_1021,Mitchell Marsh,AUS_117,Australia,2,11,0,5.5
INN_5042,M_1021,Glenn Maxwell,AUS_120,Australia,8,45,1,5.62
INN_5042,M_1021,Pat Cummins,AUS_122,Australia,8,58,2,7.25
INN_5042,M_1021,Mitchell Starc,AUS_123,Australia,9,77,2,8.56
INN_5042,M_1021,Adam Zampa,AUS_124,Australia,4,34,0,8.5
INN_5042,M_1021,Josh Hazlewood,AUS_125,Australia,5,33,2,6.6
INN_5043,M_1022,Ben Stokes,ENG_133,England,5,21,2,4.2
INN_5043,M_1022,Liam Livingstone,ENG_135,England,1,7,3,7
INN_5043,M_1022,Moeen Ali,ENG_136,England,5,37,3,7.4
INN_5043,M_1022,Chris Woakes,ENG_137,England,3,24,0,8
INN_5043,M_1022,David Willey,ENG_138,England,2,10,2,5
INN_5043,M_1022,Adil Rashid,ENG_139,England,10,89,1,8.9
INN_5043,M_1022,Mark Wood,ENG_140,England,2,15,0,7.5
INN_5044,M_1022,Mitchell Marsh,AUS_117,Australia,6,36,3,6
INN_5044,M_1022,Glenn Maxwell,AUS_120,Australia,9,52,0,5.78
INN_5044,M_1022,Pat Cummins,AUS_122,Australia,2,16,2,8
INN_5044,M_1022,Mitchell Starc,AUS_123,Australia,2,13,0,6.5
INN_5044,M_1022,Adam Zampa,AUS_124,Australia,7,48,3,6.86
INN_5044,M_1022,Josh Hazlewood,AUS_125,Australia,7,48,0,6.86
INN_5045,M_1023,Iftikhar Ahmed,PAK_150,Pakistan,2,9,0,4.5
INN_5045,M_1023,Shadab Khan,PAK_151,Pakistan,9,51,0,5.67
INN_5045,M_1023,Usama Mir,PAK_152,Pakistan,4,28,2,7
INN_5045,M_1023,Shaheen Afridi,PAK_153,Pakistan,5,31,1,6.2
INN_5045,M_1023,Haris Rauf,PAK_154,Pakistan,6,43,1,7.17
INN_5045,M_1023,Hasan Ali,PAK_155,Pakistan,4,18,3,4.5
INN_5046,M_1023,Ben Stokes,ENG_133,England,5,30,2,6
INN_5046,M_1023,Liam Livingstone,ENG_135,England,9,63,1,7
INN_5046,M_1023,Moeen Ali,ENG_136,England,7,39,2,5.57
INN_5046,M_1023,Chris Woakes,ENG_137,England,7,40,3,5.71
INN_5046,M_1023,David Willey,ENG_138,England,9,41,3,4.56
INN_5046,M_1023,Adil Rashid,ENG_139,England,7,35,3,5
INN_5046,M_1023,Mark Wood,ENG_140,England,2,17,2,8.5
INN_5047,M_1024,Iftikhar Ahmed,PAK_150,Pakistan,6,40,2,6.67
INN_5047,M_1024,Shadab Khan,PAK_151,Pakistan,6,46,2,7.67
INN_5047,M_1024,Usama Mir,PAK_152,Pakistan,9,78,1,8.67
INN_5047,M_1024,Shaheen Afridi,PAK_153,Pakistan,3,18,2,6
INN_5047,M_1024,Haris Rauf,PAK_154,Pakistan,7,53,0,7.57
INN_5047,M_1024,Hasan Ali,PAK_155,Pakistan,2,16,3,8
INN_5048,M_1024,Hardik Pandya,IND_105,India,3,17,2,5.67
INN_5048,M_1024,Ravindra Jadeja,IND_106,India,5,41,0,8.2
INN_5048,M_1024,Kuldeep Yadav,IND_107,India,6,26,1,4.33
INN_5048,M_1024,Mohammed Shami,IND_108,India,4,24,1,6
INN_5048,M_1024,Jasprit Bumrah,IND_109,India,10,66,2,6.6
INN_5048,M_1024,Mohammed Siraj,IND_110,India,7,40,2,5.71
INN_5049,M_1025,Iftikhar Ahmed,PAK_150,Pakistan,7,33,3,4.71
INN_5049,M_1025,Shadab Khan,PAK_151,Pakistan,8,52,3,6.5
INN_5049,M_1025,Usama Mir,PAK_152,Pakistan,4,24,3,6
INN_5049,M_1025,Shaheen Afridi,PAK_153,Pakistan,8,60,3,7.5
INN_5049,M_1025,Haris Rauf,PAK_154,Pakistan,8,59,2,7.38
INN_5049,M_1025,Hasan Ali,PAK_155,Pakistan,3,25,1,8.33
INN_5050,M_1025,Ben Stokes,ENG_133,England,4,23,1,5.75
INN_5050,M_1025,Liam Livingstone,ENG_135,England,10,71,0,7.1
INN_5050,M_1025,Moeen Ali,ENG_136,England,10,77,2,7.7
INN_5050,M_1025,Chris Woakes,ENG_137,England,9,72,1,8
INN_5050,M_1025,David Willey,ENG_138,England,10,83,3,8.3
INN_5050,M_1025,Adil Rashid,ENG_139,England,3,17,2,5.67
INN_5050,M_1025,Mark Wood,ENG_140,England,1,4,2,4
INN_5051,M_1026,Hardik Pandya,IND_105,India,8,71,2,8.88
INN_5051,M_1026,Ravindra Jadeja,IND_106,India,2,14,1,7
INN_5051,M_1026,Kuldeep Yadav,IND_107,India,7,44,1,6.29
INN_5051,M_1026,Mohammed Shami,IND_108,India,3,13,3,4.33
INN_5051,M_1026,Jasprit Bumrah,IND_109,India,8,67,2,8.38
INN_5051,M_1026,Mohammed Siraj,IND_110,India,3,18,3,6
INN_5052,M_1026,Ben Stokes,ENG_133,England,10,79,3,7.9
INN_5052,M_1026,Liam Livingstone,ENG_135,England,7,55,1,7.86
INN_5052,M_1026,Moeen Ali,ENG_136,England,4,21,2,5.25
INN_5052,M_1026,Chris Woakes,ENG_137,England,4,18,3,4.5
INN_5052,M_1026,David Willey,ENG_138,England,10,44,3,4.4
INN_5052,M_1026,Adil Rashid,ENG_139,England,10,53,1,5.3
INN_5052,M_1026,Mark Wood,ENG_140,England,1,5,1,5
INN_5053,M_1027,Mitchell Marsh,AUS_117,Australia,7,41,3,5.86
INN_5053,M_1027,Glenn Maxwell,AUS_120,Australia,3,15,3,5
INN_5053,M_1027,Pat Cummins,AUS_122,Australia,4,26,1,6.5
INN_5053,M_1027,Mitchell Starc,AUS_123,Australia,6,49,3,8.17
INN_5053,M_1027,Adam Zampa,AUS_124,Australia,5,22,0,4.4
INN_5053,M_1027,Josh Hazlewood,AUS_125,Australia,8,55,0,6.88
INN_5054,M_1027,Hardik Pandya,IND_105,India,5,33,0,6.6
INN_5054,M_1027,Ravindra Jadeja,IND_106,India,10,88,3,8.8
INN_5054,M_1027,Kuldeep Yadav,IND_107,India,10,47,3,4.7
INN_5054,M_1027,Mohammed Shami,IND_108,India,2,11,3,5.5
INN_5054,M_1027,Jasprit Bumrah,IND_109,India,10,51,3,5.1
INN_5054,M_1027,Mohammed Siraj,IND_110,India,9,77,0,8.56
INN_5055,M_1028,Mitchell Marsh,AUS_117,Australia,4,23,3,5.75
INN_5055,M_1028,Glenn Maxwell,AUS_120,Australia,6,37,2,6.17
INN_5055,M_1028,Pat Cummins,AUS_122,Australia,10,74,3,7.4
INN_5055,M_1028,Mitchell Starc,AUS_123,Australia,7,50,3,7.14
INN_5055,M_1028,Adam Zampa,AUS_124,Australia,6,53,0,8.83
INN_5055,M_1028,Josh Hazlewood,AUS_125,Australia,5,30,1,6
INN_5056,M_1028,Iftikhar Ahmed,PAK_150,Pakistan,1,4,2,4
INN_5056,M_1028,Shadab Khan,PAK_151,Pakistan,10,71,1,7.1
INN_5056,M_1028,Usama Mir,PAK_152,Pakistan,5,29,1,5.8
INN_5056,M_1028,Shaheen Afridi,PAK_153,Pakistan,4,24,0,6
INN_5056,M_1028,Haris Rauf,PAK_154,Pakistan,10,70,1,7
INN_5056,M_1028,Hasan Ali,PAK_155,Pakistan,8,43,0,5.38
INN_5057,M_1029,Mitchell Marsh,AUS_117,Australia,5,22,2,4.4
INN_5057,M_1029,Glenn Maxwell,AUS_120,Australia,5,44,3,8.8
INN_5057,M_1029,Pat Cummins,AUS_122,Australia,4,20,2,5
INN_5057,M_1029,Mitchell Starc,AUS_123,Australia,2,12,1,6
INN_5057,M_1029,Adam Zampa,AUS_124,Australia,5,35,3,7
INN_5057,M_1029,Josh Hazlewood,AUS_125,Australia,1,5,0,5
INN_5058,M_1029,Hardik Pandya,IND_105,India,5,21,3,4.2
INN_5058,M_1029,Ravindra Jadeja,IND_106,India,10,57,2,5.7
INN_5058,M_1029,Kuldeep Yadav,IND_107,India,4,18,0,4.5
INN_5058,M_1029,Mohammed Shami,IND_108,India,10,48,2,4.8
INN_5058,M_1029,Jasprit Bumrah,IND_109,India,2,13,1,6.5
